claim_id,claim_type,description,claim_amount,policy_age_months,prior_claims_count,prior_payout_total,days_since_policy_start_to_incident,claim_filed_delay_days,documentation_completeness,num_documents_submitted,claim_to_policy_value_ratio,has_witness,channel,claimant_age,is_fraud
CLM3969,travel,Luggage lost by the airline during an international transfer.,661.42,30,0,0.0,305,29,0.69,3,0.636,0,online,34,0
CLM3970,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1237.04,109,1,2195.19,901,11,0.86,6,0.156,0,online,28,0
CLM3971,health,"Physiotherapy sessions following a fracture, claiming session costs.",3410.05,68,0,0.0,331,47,0.85,7,0.081,0,agent,55,1
CLM3972,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",836.53,97,1,1995.66,657,22,0.74,3,0.374,1,call_center,39,0
CLM3973,property,"Tree fell on the garage during high winds, structural damage reported.",7414.68,78,1,767.58,133,23,0.7,2,0.495,0,call_center,25,0
CLM3974,health,Diagnostic tests and consultation fees for ongoing treatment.,3393.9,106,0,0.0,905,39,1.0,5,0.553,1,online,39,0
CLM3975,property,"Roof damaged during a storm, water leaking into the attic.",2977.62,3,2,4173.06,471,32,0.77,6,0.131,0,call_center,67,1
CLM3976,property,Kitchen fire caused smoke damage to walls and ceiling.,9960.3,76,1,1875.65,679,38,0.8,6,0.466,1,agent,18,0
CLM3977,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3115.36,2,1,1338.3,324,46,0.79,2,0.337,1,online,47,1
CLM3978,auto,Windshield cracked by a falling branch during a storm.,1294.2,24,0,24.82,884,16,0.98,5,0.321,1,agent,39,0
CLM3979,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1602.26,13,0,0.0,795,50,0.86,4,0.154,1,online,57,0
CLM3980,auto,"Collision on the highway, front end damage and airbag deployed.",50.0,101,0,0.0,374,26,0.67,2,0.245,0,agent,66,0
CLM3981,travel,Personal belongings stolen from hotel room during vacation.,690.58,86,0,0.0,597,23,0.73,5,0.138,1,call_center,38,0
CLM3982,property,"Tree fell on the garage during high winds, structural damage reported.",7805.77,39,0,355.74,778,8,0.92,3,0.425,0,call_center,49,0
CLM3983,property,"Roof damaged during a storm, water leaking into the attic.",4806.53,79,0,0.0,816,17,1.0,7,0.146,0,call_center,41,0
CLM3984,travel,Luggage lost by the airline during an international transfer.,1874.94,70,0,0.0,983,4,0.93,6,0.544,1,agent,45,0
CLM3985,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",6174.04,107,1,1806.06,834,4,0.8,4,0.314,1,agent,63,0
CLM3986,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1360.69,4,0,0.0,997,52,0.95,6,0.074,1,online,73,0
CLM3987,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3619.97,22,1,1395.76,715,47,0.68,5,0.4,0,call_center,54,1
CLM3988,travel,Luggage lost by the airline during an international transfer.,50.0,52,0,0.0,441,8,0.88,3,0.238,0,call_center,28,0
CLM3989,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3037.66,66,1,1309.85,385,3,0.71,5,0.157,0,agent,32,0
CLM3990,travel,Personal belongings stolen from hotel room during vacation.,457.91,76,0,0.0,335,19,1.0,6,0.313,1,online,58,0
CLM3991,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1960.12,34,0,392.68,737,32,1.0,4,0.535,0,online,25,0
CLM3992,auto,Windshield cracked by a falling branch during a storm.,2770.75,10,1,1863.57,966,10,0.65,6,0.233,1,online,41,0
CLM3993,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",836.43,59,0,310.33,985,18,0.71,8,0.084,0,call_center,59,0
CLM3994,health,Diagnostic tests and consultation fees for ongoing treatment.,1138.14,50,1,1643.79,576,9,1.0,5,0.211,1,agent,57,0
CLM3995,health,"Physiotherapy sessions following a fracture, claiming session costs.",3135.02,46,1,2416.71,378,39,0.97,5,0.112,0,call_center,27,0
CLM3996,property,Kitchen fire caused smoke damage to walls and ceiling.,1697.86,28,0,699.74,146,3,0.8,4,0.207,1,online,57,0
CLM3997,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1197.42,119,3,5219.59,848,1,0.97,7,0.496,1,online,71,1
CLM3998,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1933.77,16,0,0.0,808,17,0.9,5,0.39,1,online,51,0
CLM3999,health,"Physiotherapy sessions following a fracture, claiming session costs.",3212.61,24,1,2324.87,301,43,0.88,8,0.5,1,agent,46,0
CLM4000,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1682.82,23,0,0.0,294,30,0.77,7,0.333,1,online,46,0
CLM4001,auto,Windshield cracked by a falling branch during a storm.,3937.83,10,1,2093.16,541,58,0.8,5,0.072,0,online,57,1
CLM4002,auto,"Collision on the highway, front end damage and airbag deployed.",50.0,106,2,3312.99,660,1,0.97,7,0.251,1,online,21,0
CLM4003,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1392.67,101,0,0.0,115,23,0.64,1,0.445,1,call_center,33,0
CLM4004,property,"Roof damaged during a storm, water leaking into the attic.",12695.69,55,0,1213.24,384,27,0.93,7,0.665,0,online,54,0
CLM4005,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",620.48,92,0,139.56,896,59,1.0,5,0.395,0,online,40,1
CLM4006,property,Pipe burst in the basement causing water damage to furniture.,9907.9,14,1,1707.43,375,31,0.76,4,0.617,0,call_center,73,0
CLM4007,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",894.2,34,1,2072.54,582,35,0.79,3,0.669,1,call_center,39,0
CLM4008,auto,"Collision on the highway, front end damage and airbag deployed.",4938.11,59,0,50.61,945,26,0.68,3,0.195,1,online,25,0
CLM4009,health,"Physiotherapy sessions following a fracture, claiming session costs.",962.43,99,0,0.0,315,24,0.74,2,0.195,0,online,72,0
CLM4010,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",727.29,11,1,1207.6,106,20,1.0,3,0.424,1,call_center,74,0
CLM4011,property,Break-in resulted in stolen electronics and damaged front door.,3953.66,89,0,0.0,434,28,0.9,7,0.168,1,call_center,63,0
CLM4012,health,"Physiotherapy sessions following a fracture, claiming session costs.",2313.7,86,0,0.0,606,27,0.69,7,0.21,1,online,53,0
CLM4013,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3972.33,10,2,2942.15,420,26,0.6,2,0.576,1,call_center,55,0
CLM4014,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2459.42,110,2,3667.77,878,49,1.0,4,0.161,1,agent,70,0
CLM4015,auto,Windshield cracked by a falling branch during a storm.,2644.68,96,2,3661.12,508,51,0.99,3,0.09,1,call_center,32,0
CLM4016,health,"Physiotherapy sessions following a fracture, claiming session costs.",2272.47,77,0,0.0,361,45,0.79,1,0.376,1,call_center,41,1
CLM4017,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1298.05,47,0,225.85,305,56,0.91,3,0.409,1,online,20,0
CLM4018,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1035.2,28,0,23.66,197,35,0.74,5,0.418,1,call_center,71,0
CLM4019,auto,Side mirror and door dented in a parking lot accident.,3466.61,62,2,3097.76,341,16,0.8,4,0.42,0,online,18,0
CLM4020,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1257.6,18,2,3245.64,741,59,0.73,4,0.5,1,call_center,72,0
CLM4021,property,"Tree fell on the garage during high winds, structural damage reported.",50.0,29,0,0.0,922,53,0.92,6,0.199,1,agent,55,0
CLM4022,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1372.76,28,1,2110.48,664,30,0.97,4,0.757,1,online,21,0
CLM4023,property,Break-in resulted in stolen electronics and damaged front door.,3214.68,11,0,0.0,700,23,0.79,6,0.411,1,call_center,72,0
CLM4024,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",838.99,10,1,1734.7,513,16,0.82,4,0.248,1,agent,18,0
CLM4025,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1399.04,82,0,140.3,919,46,1.0,3,0.51,1,call_center,26,0
CLM4026,auto,"Collision on the highway, front end damage and airbag deployed.",4718.51,47,0,0.0,871,6,0.83,5,0.454,1,online,47,0
CLM4027,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1208.98,112,1,1250.26,170,48,0.79,4,0.01,1,agent,66,0
CLM4028,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",900.26,74,0,340.19,764,39,0.97,3,0.257,1,online,40,0
CLM4029,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",178.41,119,0,0.0,343,24,1.0,5,0.436,1,agent,61,0
CLM4030,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3698.32,109,0,427.42,533,33,0.8,6,0.397,1,agent,63,0
CLM4031,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2741.3,27,1,2269.35,36,30,1.0,5,0.171,1,online,33,0
CLM4032,property,"Tree fell on the garage during high winds, structural damage reported.",5639.33,66,0,0.0,259,45,0.78,3,0.158,1,agent,59,0
CLM4033,property,"Tree fell on the garage during high winds, structural damage reported.",7535.53,82,1,2212.01,353,41,0.76,6,0.126,1,online,20,0
CLM4034,auto,Side mirror and door dented in a parking lot accident.,4385.46,13,1,1389.09,195,31,1.0,3,0.654,1,agent,21,0
CLM4035,property,Break-in resulted in stolen electronics and damaged front door.,297.4,58,1,1588.19,498,21,0.81,4,0.598,1,agent,47,0
CLM4036,travel,Personal belongings stolen from hotel room during vacation.,116.56,81,1,1423.31,337,33,0.76,2,0.536,0,agent,40,0
CLM4037,property,"Roof damaged during a storm, water leaking into the attic.",4350.78,70,1,2312.81,692,9,0.87,4,0.321,1,agent,58,0
CLM4038,property,Kitchen fire caused smoke damage to walls and ceiling.,2605.29,62,0,248.68,563,4,1.0,6,0.438,1,agent,36,0
CLM4039,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2869.57,93,0,184.13,505,48,0.77,7,0.325,0,agent,26,0
CLM4040,property,Kitchen fire caused smoke damage to walls and ceiling.,10043.35,87,3,5394.18,500,43,1.0,6,0.382,1,call_center,30,1
CLM4041,property,"Roof damaged during a storm, water leaking into the attic.",8850.05,19,0,146.51,950,25,0.84,4,0.593,0,online,32,0
CLM4042,auto,"Collision on the highway, front end damage and airbag deployed.",3780.95,17,1,949.58,883,33,0.75,4,0.39,0,agent,50,0
CLM4043,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4641.44,108,2,3090.72,874,24,0.96,5,0.657,1,online,19,0
CLM4044,property,"Tree fell on the garage during high winds, structural damage reported.",3827.39,75,1,1920.98,204,27,0.67,5,0.571,0,online,19,0
CLM4045,health,"Underwent emergency surgery after an accident, submitting hospital bills.",50.0,81,2,4209.86,778,41,0.8,6,0.386,0,agent,43,0
CLM4046,property,"Roof damaged during a storm, water leaking into the attic.",4341.62,95,1,2144.75,214,2,0.81,5,0.112,0,agent,40,0
CLM4047,property,"Tree fell on the garage during high winds, structural damage reported.",8799.91,1,1,1267.54,914,11,0.71,3,0.639,1,online,55,1
CLM4048,health,"Physiotherapy sessions following a fracture, claiming session costs.",1239.11,28,0,0.0,978,46,0.88,5,0.365,1,call_center,65,0
CLM4049,property,"Roof damaged during a storm, water leaking into the attic.",11606.66,80,1,1554.23,875,23,1.0,3,0.687,0,online,52,0
CLM4050,property,Break-in resulted in stolen electronics and damaged front door.,6809.35,77,2,4371.17,577,1,0.89,5,0.486,1,agent,74,0
CLM4051,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1497.07,113,1,2296.37,744,56,1.0,5,0.208,1,call_center,27,0
CLM4052,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1727.59,17,0,48.17,293,2,0.91,5,0.298,1,call_center,41,0
CLM4053,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2830.17,82,0,0.0,124,27,0.8,6,0.095,0,agent,53,0
CLM4054,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1175.64,21,0,0.0,791,31,0.83,4,0.515,1,call_center,43,0
CLM4055,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1039.63,87,0,0.0,501,55,0.71,3,0.384,0,online,45,1
CLM4056,travel,Personal belongings stolen from hotel room during vacation.,152.47,46,0,349.28,667,51,0.9,6,0.423,0,call_center,54,1
CLM4057,property,"Roof damaged during a storm, water leaking into the attic.",2006.16,5,0,208.92,593,43,0.77,5,0.22,0,online,70,1
CLM4058,health,Diagnostic tests and consultation fees for ongoing treatment.,2163.74,5,0,0.0,288,24,0.77,4,0.157,0,agent,25,0
CLM4059,health,Diagnostic tests and consultation fees for ongoing treatment.,1500.89,4,2,4394.96,179,18,1.0,4,0.481,0,agent,54,0
CLM4060,auto,"Collision on the highway, front end damage and airbag deployed.",3142.3,70,0,0.0,96,1,0.7,4,0.434,1,agent,27,0
CLM4061,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2241.56,5,1,2131.38,330,35,0.78,4,0.425,0,agent,36,0
CLM4062,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",649.38,23,0,671.77,95,15,0.88,7,0.249,1,call_center,43,0
CLM4063,property,Break-in resulted in stolen electronics and damaged front door.,5846.93,52,0,0.0,300,24,1.0,7,0.072,0,online,73,0
CLM4064,travel,Personal belongings stolen from hotel room during vacation.,1092.41,29,0,0.0,257,43,0.81,3,0.372,0,call_center,22,1
CLM4065,property,"Tree fell on the garage during high winds, structural damage reported.",4045.37,15,0,273.18,885,1,0.87,5,0.452,1,agent,35,0
CLM4066,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",1735.89,92,0,39.82,104,15,0.52,3,0.046,0,call_center,48,1
CLM4067,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2605.83,102,0,0.0,674,34,0.5,1,0.37,1,online,64,0
CLM4068,travel,Luggage lost by the airline during an international transfer.,1130.52,51,1,2270.0,596,6,1.0,5,0.683,1,agent,72,0
CLM4069,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",50.0,9,0,0.0,661,8,0.94,6,0.457,0,online,69,0
CLM4070,travel,Personal belongings stolen from hotel room during vacation.,592.01,14,0,548.89,167,24,0.75,5,0.676,1,online,28,0
CLM4071,auto,Side mirror and door dented in a parking lot accident.,2193.2,38,0,233.78,208,28,0.9,5,0.229,1,agent,54,0
CLM4072,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",559.88,92,1,1732.09,48,53,0.85,2,0.413,1,call_center,48,0
CLM4073,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4225.53,1,1,2275.12,2,46,1.0,6,0.63,1,online,70,1
CLM4074,health,"Physiotherapy sessions following a fracture, claiming session costs.",2044.81,72,0,0.0,8,27,0.77,3,0.528,1,online,38,1
CLM4075,travel,Luggage lost by the airline during an international transfer.,784.72,8,0,208.11,857,51,0.59,2,0.334,1,online,22,0
CLM4076,health,Diagnostic tests and consultation fees for ongoing treatment.,3495.21,52,0,0.0,503,43,0.87,4,0.546,1,online,58,0
CLM4077,property,Pipe burst in the basement causing water damage to furniture.,5445.53,92,0,500.66,757,1,0.99,5,0.563,1,online,23,0
CLM4078,property,"Tree fell on the garage during high winds, structural damage reported.",5848.02,4,0,56.83,132,48,1.0,3,0.056,1,call_center,69,0
CLM4079,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3515.87,22,0,551.77,601,57,0.93,5,0.651,0,agent,48,0
CLM4080,property,Kitchen fire caused smoke damage to walls and ceiling.,2480.93,43,1,2082.77,414,48,0.81,4,0.141,0,call_center,36,1
CLM4081,health,Diagnostic tests and consultation fees for ongoing treatment.,1966.02,94,1,1792.01,296,21,0.99,8,0.547,1,agent,28,0
CLM4082,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1797.54,23,0,343.44,845,6,0.84,6,0.078,0,online,67,0
CLM4083,health,Diagnostic tests and consultation fees for ongoing treatment.,3316.44,78,2,3178.92,659,28,0.93,3,0.296,1,call_center,24,0
CLM4084,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",229.05,97,1,1631.68,964,54,1.0,8,0.135,0,call_center,74,0
CLM4085,travel,Luggage lost by the airline during an international transfer.,1130.55,9,1,2333.43,754,26,0.92,5,0.599,1,online,72,0
CLM4086,health,Diagnostic tests and consultation fees for ongoing treatment.,2673.26,90,0,996.49,466,16,0.77,5,0.392,0,agent,62,0
CLM4087,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",889.81,95,0,0.0,904,26,0.98,5,0.204,1,online,31,0
CLM4088,property,Pipe burst in the basement causing water damage to furniture.,5144.9,79,1,2170.52,848,36,0.64,3,0.619,1,call_center,38,0
CLM4089,travel,Luggage lost by the airline during an international transfer.,1213.39,53,0,252.3,621,12,0.89,5,0.16,1,agent,46,0
CLM4090,auto,Vehicle stolen from the parking lot overnight.,511.9,99,0,67.23,275,24,0.8,1,0.835,1,online,73,1
CLM4091,auto,Side mirror and door dented in a parking lot accident.,1671.07,56,1,2759.61,945,12,0.72,5,0.093,0,agent,58,0
CLM4092,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1527.13,96,0,863.82,897,34,0.98,7,0.524,0,call_center,39,1
CLM4093,travel,Personal belongings stolen from hotel room during vacation.,844.35,23,0,0.0,411,24,0.94,6,0.429,1,agent,53,0
CLM4094,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2300.31,37,1,1797.07,517,50,0.81,6,0.509,1,call_center,71,0
CLM4095,property,Break-in resulted in stolen electronics and damaged front door.,7646.95,35,0,174.25,504,18,0.59,3,0.105,1,call_center,37,0
CLM4096,property,"Roof damaged during a storm, water leaking into the attic.",5992.28,14,1,2389.88,139,10,0.98,4,0.496,0,call_center,64,0
CLM4097,travel,Luggage lost by the airline during an international transfer.,1096.57,8,1,1629.4,5,8,1.0,6,0.827,0,call_center,60,1
CLM4098,travel,Luggage lost by the airline during an international transfer.,1441.23,59,1,1684.52,523,22,0.88,3,0.49,1,online,72,0
CLM4099,travel,Personal belongings stolen from hotel room during vacation.,1328.51,2,0,448.47,361,39,0.56,3,0.53,1,agent,57,1
CLM4100,health,"Physiotherapy sessions following a fracture, claiming session costs.",2547.8,58,2,4071.12,224,24,0.82,4,0.51,1,call_center,56,0
CLM4101,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3194.76,33,2,3610.3,570,23,0.73,7,0.448,1,agent,56,0
CLM4102,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",925.55,99,2,3406.04,837,43,0.91,7,0.345,0,online,37,1
CLM4103,property,Kitchen fire caused smoke damage to walls and ceiling.,10095.6,34,0,408.19,87,9,0.85,4,0.239,0,call_center,39,0
CLM4104,health,Diagnostic tests and consultation fees for ongoing treatment.,3790.82,80,0,90.29,243,24,0.79,3,0.173,0,agent,24,0
CLM4105,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4440.25,66,0,399.37,20,22,0.78,5,0.315,0,agent,30,0
CLM4106,auto,Windshield cracked by a falling branch during a storm.,3385.1,118,0,328.04,548,23,0.93,5,0.582,0,call_center,58,0
CLM4107,travel,Luggage lost by the airline during an international transfer.,1161.45,90,1,1795.41,24,49,0.93,5,0.654,0,agent,71,1
CLM4108,property,"Tree fell on the garage during high winds, structural damage reported.",7490.96,42,0,160.5,525,54,0.84,4,0.163,1,online,37,0
CLM4109,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",1812.11,35,0,734.18,840,39,1.0,6,0.193,0,agent,63,0
CLM4110,auto,Vehicle stolen from the parking lot overnight.,4770.13,2,1,1296.68,210,53,0.83,7,0.292,1,call_center,58,1
CLM4111,travel,Personal belongings stolen from hotel room during vacation.,1428.97,44,2,3746.68,280,32,0.7,3,0.66,1,agent,22,1
CLM4112,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3465.96,118,0,0.0,531,17,0.91,3,0.889,0,agent,45,1
CLM4113,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4805.06,5,0,399.05,748,50,0.73,3,0.411,0,agent,45,0
CLM4114,health,Diagnostic tests and consultation fees for ongoing treatment.,3216.56,30,1,2241.44,131,11,0.69,5,0.509,0,agent,29,0
CLM4115,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",771.05,81,2,4045.47,275,24,1.0,4,0.131,1,agent,48,0
CLM4116,auto,"Collision on the highway, front end damage and airbag deployed.",1924.35,36,1,1918.5,798,45,0.88,6,0.32,1,call_center,68,0
CLM4117,travel,Personal belongings stolen from hotel room during vacation.,975.66,56,0,0.0,171,30,0.54,4,0.445,1,online,39,0
CLM4118,property,Pipe burst in the basement causing water damage to furniture.,4726.85,92,1,2182.75,640,26,0.99,7,0.345,0,online,19,0
CLM4119,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3195.25,9,1,1323.87,567,3,0.79,5,0.284,1,call_center,46,0
CLM4120,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",4818.97,119,0,0.0,87,47,0.55,4,0.322,0,agent,51,0
CLM4121,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",50.0,79,0,0.0,706,42,0.82,4,0.346,0,online,59,1
CLM4122,auto,Windshield cracked by a falling branch during a storm.,2870.43,115,2,2768.14,475,29,0.63,4,0.68,1,call_center,20,0
CLM4123,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3262.82,30,0,0.0,234,12,0.85,7,0.202,1,agent,50,0
CLM4124,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1942.93,77,0,0.0,596,38,0.78,3,0.327,1,online,24,0
CLM4125,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",511.04,6,0,146.44,497,51,0.88,1,0.472,0,agent,58,1
CLM4126,auto,Windshield cracked by a falling branch during a storm.,3670.56,101,1,1753.95,133,16,0.95,7,0.55,1,agent,47,0
CLM4127,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",686.17,14,0,529.16,723,8,0.92,3,0.207,1,online,54,0
CLM4128,auto,Vehicle stolen from the parking lot overnight.,2919.34,50,3,5822.92,685,16,1.0,8,0.307,0,online,53,1
CLM4129,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1691.83,26,1,2166.15,509,36,0.61,3,0.207,0,online,51,0
CLM4130,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2390.81,59,1,1890.12,407,0,0.72,4,0.371,1,online,73,0
CLM4131,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2403.23,57,0,0.0,288,30,0.51,3,0.506,1,agent,66,0
CLM4132,auto,"Collision on the highway, front end damage and airbag deployed.",2189.37,82,0,689.43,161,40,0.7,3,0.141,1,agent,35,0
CLM4133,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",5966.79,104,0,287.48,433,22,0.98,6,0.489,0,online,22,1
CLM4134,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2675.61,67,0,0.0,384,8,0.86,3,0.459,1,call_center,70,1
CLM4135,auto,Side mirror and door dented in a parking lot accident.,3039.57,86,0,15.97,353,22,0.83,5,0.782,1,agent,40,0
CLM4136,auto,Windshield cracked by a falling branch during a storm.,2761.54,89,0,0.0,351,11,0.91,7,0.578,1,agent,71,0
CLM4137,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3406.79,67,2,3734.17,912,11,0.86,3,0.653,0,call_center,28,0
CLM4138,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",593.65,67,1,3009.08,818,40,0.71,4,0.13,1,agent,42,0
CLM4139,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1808.88,105,1,1614.66,161,15,0.87,6,0.161,0,online,41,0
CLM4140,property,Pipe burst in the basement causing water damage to furniture.,5018.65,19,1,3061.42,420,2,0.97,3,0.75,1,agent,39,0
CLM4141,auto,Windshield cracked by a falling branch during a storm.,4606.7,107,1,1394.84,460,56,0.79,6,0.689,1,agent,43,1
CLM4142,auto,"Collision on the highway, front end damage and airbag deployed.",1610.15,79,1,2953.47,767,5,0.91,4,0.338,0,agent,42,0
CLM4143,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1785.45,80,0,0.0,17,33,0.83,3,0.274,0,online,59,0
CLM4144,property,"Tree fell on the garage during high winds, structural damage reported.",2318.51,66,0,0.0,170,50,0.9,5,0.326,0,call_center,24,0
CLM4145,property,Kitchen fire caused smoke damage to walls and ceiling.,6957.4,74,0,0.0,959,45,0.83,5,0.423,1,online,36,0
CLM4146,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2239.84,49,0,175.21,285,5,0.74,0,0.087,0,agent,18,0
CLM4147,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",784.27,34,0,447.82,674,39,0.72,4,0.27,1,online,24,0
CLM4148,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2360.14,67,1,2257.2,471,45,0.77,2,0.274,0,agent,46,1
CLM4149,property,Break-in resulted in stolen electronics and damaged front door.,8221.9,7,0,0.0,808,28,0.77,3,0.314,1,call_center,34,0
CLM4150,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2290.34,56,0,0.0,189,36,0.67,2,0.422,0,agent,55,1
CLM4151,property,Break-in resulted in stolen electronics and damaged front door.,3574.86,96,0,457.59,802,24,0.99,6,0.307,1,call_center,59,0
CLM4152,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",941.24,21,1,1693.36,14,22,1.0,5,0.439,0,agent,41,0
CLM4153,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1423.65,91,0,0.0,19,3,0.65,5,0.319,0,agent,39,0
CLM4154,health,"Physiotherapy sessions following a fracture, claiming session costs.",5064.26,114,3,4719.2,559,34,0.96,4,0.503,0,call_center,46,1
CLM4155,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3606.22,98,1,1284.45,638,54,0.67,2,0.534,1,online,61,0
CLM4156,auto,"Collision on the highway, front end damage and airbag deployed.",3810.08,94,2,3174.73,667,14,0.89,5,0.01,1,agent,43,0
CLM4157,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",568.5,87,0,223.5,537,9,0.7,3,0.518,0,online,22,0
CLM4158,auto,"Collision on the highway, front end damage and airbag deployed.",2893.49,33,1,1323.08,646,14,0.77,3,0.01,1,online,32,0
CLM4159,property,"Roof damaged during a storm, water leaking into the attic.",50.0,35,0,0.0,976,20,0.64,6,0.369,1,agent,29,0
CLM4160,health,Diagnostic tests and consultation fees for ongoing treatment.,2444.32,55,2,3726.9,482,47,0.93,2,0.142,1,online,56,0
CLM4161,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2226.02,76,0,225.49,792,21,0.68,4,0.332,0,call_center,56,0
CLM4162,health,"Physiotherapy sessions following a fracture, claiming session costs.",2601.93,42,0,0.0,153,33,0.67,4,0.216,0,call_center,39,0
CLM4163,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",736.25,18,0,0.0,593,54,0.94,4,0.421,0,call_center,35,0
CLM4164,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1427.91,78,2,3672.98,323,24,0.95,7,0.309,1,agent,44,0
CLM4165,auto,Vehicle stolen from the parking lot overnight.,5701.79,20,0,0.0,151,35,0.98,5,0.473,0,call_center,72,0
CLM4166,property,Pipe burst in the basement causing water damage to furniture.,2613.92,16,1,1967.62,899,14,0.7,3,0.669,0,online,49,0
CLM4167,property,Pipe burst in the basement causing water damage to furniture.,5720.56,7,0,0.0,522,59,1.0,7,0.389,1,agent,42,0
CLM4168,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3934.59,118,0,1140.72,400,29,1.0,6,0.473,0,call_center,55,0
